City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Ellsworth,1,US,1612538637,80,44.5434,-68.4195,33.01,3.83
Tromsø,75,NO,1612538637,80,69.6496,18.957,30.2,8.05
Otradnoye,40,RU,1612538637,78,59.7775,30.8181,8.01,13.42
Constantine,40,DZ,1612538637,23,36.365,6.6147,73.4,4.61
Orlik,74,RU,1612538637,81,52.5178,99.825,-8.14,3.02
Olmos,98,PE,1612538637,72,-5.9847,-79.7453,77.0,1.01
Te Anau,99,NZ,1612538638,91,-45.4167,167.7167,54.43,0.4
Christchurch,60,NZ,1612538544,93,-43.5333,172.6333,53.01,3.44
Sirte,29,LY,1612538638,33,31.2089,16.5887,71.91,5.66
Kahului,90,US,1612538638,88,20.8947,-156.47,64.4,4.61
Tazovsky,0,RU,1612538638,83,67.4667,78.7,-36.78,2.28
Broken Hill,0,AU,1612538638,34,-31.95,141.4333,68.0,12.66
Gizo Government Station,29,SB,1612538638,75,-8.103,156.8419,82.76,8.86
Grafton,90,US,1612538638,93,42.207,-71.6856,33.01,11.5
Isangel,20,VU,1612538638,94,-19.55,169.2667,77.0,3.27
Skjervøy,90,NO,1612538639,93,70.0311,20.9714,30.2,8.05
Mafeteng,0,LS,1612538639,35,-29.823,27.2374,80.06,5.5
Lüderitz,0,NA,1612538610,44,-26.6481,15.1594,78.8,28.72
Norsup,99,VU,1612538639,79,-16.0667,167.3833,78.96,1.23
Togur,100,RU,1612538639,95,58.3631,82.8265,9.46,6.93
Buckeye,1,US,1612538526,32,33.3703,-112.5838,51.01,9.22
Kununurra,90,AU,1612538639,100,-15.7667,128.7333,77.0,2.3
Ormara,0,PK,1612538639,58,25.2088,64.6357,70.54,9.13
Domoni,61,KM,1612538640,69,-12.2569,44.5319,83.37,1.95
Acaraú,6,BR,1612538640,52,-2.8856,-40.12,87.46,18.61
Talcahuano,90,CL,1612538415,94,-36.7167,-73.1167,59.0,10.36
Rocha,94,UY,1612538640,64,-34.4833,-54.3333,67.53,13.38
Den Helder,90,NL,1612538640,93,52.9599,4.7593,41.0,11.5
Fairbanks,1,US,1612538544,74,64.8378,-147.7164,-23.01,3.67
Sorong,100,ID,1612538640,76,-0.8833,131.25,81.82,4.63
Mezen',83,RU,1612538640,88,65.8522,44.24,-8.01,11.07
Deputatsky,100,RU,1612538640,86,69.3,139.9,-33.29,1.07
Bayeux,20,BR,1612538641,58,-7.125,-34.9322,87.8,13.8
Marsabit,0,KE,1612538641,37,2.3284,37.9899,78.76,11.92
Cabo San Lucas,1,MX,1612538385,43,22.8909,-109.9124,73.0,1.19
Loandjili,40,CG,1612538641,74,-4.7561,11.8578,87.8,9.22
Oranjestad,40,AW,1612538641,70,12.524,-70.027,84.2,23.02
Diré,100,ML,1612538641,8,12.2833,-10.9667,103.87,3.24
Inírida,89,CO,1612538641,75,3.8653,-67.9239,85.53,0.36
Puerto Escondido,20,MX,1612538641,78,15.85,-97.0667,80.6,4.61
Cururupu,0,BR,1612538642,48,-1.8283,-44.8683,89.55,8.14
Puerto Maldonado,75,PE,1612538642,78,-12.6,-69.1833,82.4,5.75
Gobabis,95,NA,1612538642,41,-22.45,18.9667,83.79,10.25
Klaksvík,77,FO,1612538642,64,62.2266,-6.589,35.6,10.36
Volga,100,RU,1612538416,94,57.9516,38.3879,4.98,9.69
Tynda,79,RU,1612538642,83,55.1667,124.7167,-25.02,3.6
Gnjilane,0,XK,1612538642,51,42.4604,21.4699,59.0,6.91
Mahanoro,0,MG,1612538643,73,-19.9,48.8,82.26,8.7
Makat,89,KZ,1612538643,82,47.6469,53.3463,40.28,6.89
Bhatkal,0,IN,1612538643,64,13.9667,74.5667,77.83,9.28
Tilichiki,100,RU,1612538643,93,60.4667,166.1,-6.54,14.5
Dunedin,71,NZ,1612538643,79,-45.8742,170.5036,55.0,7.0
Mana,87,GF,1612538643,81,5.6592,-53.7767,79.21,12.3
Wellington,40,NZ,1612538643,100,-41.2866,174.7756,57.0,11.5
Umeå,40,SE,1612538562,86,63.8284,20.2597,21.2,10.36
Ust-Kuyga,100,RU,1612538643,82,70.0167,135.6,-32.06,4.16
Cerknica,90,SI,1612538644,89,45.7931,14.3625,48.0,8.99
Riverton,90,US,1612538644,69,40.5219,-111.9391,34.0,19.57
Kachug,100,RU,1612538644,90,53.9606,105.8817,1.89,3.0
Kuruman,71,ZA,1612538644,33,-27.4524,23.4325,89.01,1.7
Calama,0,CL,1612538644,18,-22.4667,-68.9333,73.4,14.97
Nioro,100,GM,1612538644,10,13.35,-15.75,94.78,9.82
Kjøllefjord,75,NO,1612538529,86,70.9457,27.3465,30.2,10.36
Kavieng,100,PG,1612538644,88,-2.5744,150.7967,79.27,13.62
Seymchan,95,RU,1612538645,85,62.8833,152.4333,-18.58,4.34
Buenos Aires,0,AR,1612538541,56,-34.6132,-58.3772,77.0,8.05
Mogadishu,75,SO,1612538645,65,2.0371,45.3438,80.6,14.97
Uyuni,68,BO,1612538645,49,-20.4597,-66.825,59.02,6.15
Mossamedes,20,AO,1612538645,64,-15.1961,12.1522,75.2,18.41
Smithers,90,CA,1612538645,93,54.7804,-127.1743,26.6,2.3
Micheweni,0,TZ,1612538645,69,-4.9667,39.8333,82.71,13.65
Qarayeri,75,AZ,1612538645,71,40.7886,46.3066,51.8,18.41
Assiut,40,EG,1612538645,63,27.181,31.1837,64.4,14.97
General Pico,0,AR,1612538646,18,-35.6566,-63.7568,87.67,7.9
Vostok,100,RU,1612538646,94,46.4856,135.8833,0.63,3.22
Marawi,83,PH,1612538646,92,7.9986,124.2928,75.99,3.0
Wittenberge,100,DE,1612538352,85,53.0,11.75,34.0,10.0
Giohar,0,SO,1612538646,60,2.7809,45.5005,80.26,19.8
Poum,11,NC,1612538646,76,-20.2333,164.0167,79.59,5.48
Cap-aux-Meules,99,CA,1612538646,93,47.3821,-61.8597,32.0,20.71
Barra de Tecoanapa,23,MX,1612538646,73,16.5167,-98.75,78.93,3.49
Clifton,90,US,1612538435,93,40.8584,-74.1638,39.2,9.22
Plastun,30,RU,1612538646,90,44.7561,136.2939,10.63,5.1
Minusinsk,79,RU,1612538647,85,53.7103,91.6875,1.4,2.24
Quatre Cocos,40,MU,1612538647,69,-20.2078,57.7625,82.4,13.8
Aitape,100,PG,1612538647,85,-3.1374,142.3475,77.61,2.62
Dutse,20,NG,1612538647,11,11.7594,9.3392,91.4,14.05
Vyshneve,75,UA,1612538647,73,50.3891,30.3705,23.0,11.18
Kupang,100,ID,1612538647,85,-10.1667,123.5833,78.71,7.09
Ancud,0,CL,1612538636,38,-41.8697,-73.8203,77.0,19.57
Yuzhnoural'sk,100,RU,1612538647,99,54.4418,61.2536,33.85,10.65
Comodoro Rivadavia,75,AR,1612538387,64,-45.8667,-67.5,68.0,9.22
Rafai,14,CF,1612538648,14,4.95,23.9167,98.69,5.55
Port-Cartier,93,CA,1612538648,93,50.0334,-66.8654,36.0,3.44
Solnechnyy,97,RU,1612538648,85,50.7214,136.6319,-15.7,0.34
Vicksburg,1,US,1612538648,57,32.3526,-90.8779,44.6,9.22
San Cosme y Damián,0,PY,1612538648,41,-27.3167,-56.35,80.6,10.36
Gimbi,58,ET,1612538648,22,9.1667,35.8333,74.89,6.69
Homer,1,US,1612538648,85,59.6425,-151.5483,19.99,5.75
Charalá,91,CO,1612538648,43,6.2858,-73.1472,81.19,3.38
"Guinayangan, Fourth District of Quezon",99,PH,1612538649,93,13.9006,122.4519,75.07,8.28
Kolondiéba,38,ML,1612538468,9,11.0882,-6.8926,103.48,3.69
Watsa,93,CD,1612538649,19,3.0372,29.5355,91.13,5.77
Killam,100,CA,1612538649,84,52.7834,-111.8518,-14.8,4.61
Kemijärvi,13,FI,1612538649,95,66.7131,27.4306,10.9,6.44
Kaeo,100,NZ,1612538649,92,-35.1,173.7833,60.01,1.01
Dolores,0,AR,1612538649,32,-36.3132,-57.6792,76.77,6.53
Amalāpuram,91,IN,1612538527,61,16.5833,82.0167,77.0,10.36
Gorodishche,90,RU,1612538649,87,48.8045,44.4744,39.0,20.13
Ostrovnoy,100,RU,1612538650,93,68.0531,39.5131,13.1,15.95
Abéché,0,TD,1612538650,8,13.8292,20.8324,86.0,11.5
Narsaq,1,GL,1612538650,41,60.9167,-46.05,15.8,4.61
Sur,0,OM,1612538650,62,22.5667,59.5289,67.46,3.71
Katsuura,75,JP,1612538650,40,35.1333,140.3,53.6,19.57
Skegness,40,GB,1612538650,87,53.1436,0.3363,48.2,11.5
Pontianak,20,ID,1612538650,94,-0.0333,109.3333,75.2,5.03
Chimbote,86,PE,1612538651,64,-9.0853,-78.5783,74.32,8.21
Mehamn,75,NO,1612538651,86,71.0357,27.8492,30.2,23.02
Asău,98,RO,1612538651,68,46.4333,26.4,37.99,1.83
Gua Musang,9,MY,1612538651,91,4.8823,101.9644,72.93,2.17
Freetown,98,SL,1612538465,54,8.484,-13.2299,83.84,11.5
Departamento de Maldonado,75,UY,1612538367,60,-34.6667,-54.9167,71.6,11.5
El Calvario,0,GT,1612538651,60,14.1167,-89.9167,75.2,2.3
Strathroy,100,CA,1612538651,60,42.9551,-81.6223,21.99,5.01
Irará,26,BR,1612538651,44,-12.05,-38.7667,90.84,7.29
Dongsheng,0,CN,1612538651,79,39.8161,109.9776,28.22,17.36
Wexford,73,IE,1612538652,87,52.3342,-6.4575,46.0,1.99
Alice Springs,100,AU,1612538652,53,-23.7,133.8833,75.2,6.91
Predeal,73,RO,1612538652,90,45.5,25.5667,48.0,14.0
Vzmorye,75,RU,1612538652,86,54.6961,20.2361,28.4,11.18
Gardez,0,AF,1612538652,75,33.5974,69.2259,31.03,2.44
Gigmoto,93,PH,1612538652,85,13.7796,124.39,78.22,8.88
Gemena,73,CD,1612538652,28,3.25,19.7667,94.44,5.06
Porosozero,100,RU,1612538652,92,62.7191,32.727,4.26,11.52
Miles City,90,US,1612538652,79,46.4083,-105.8406,17.6,3.44
Ballina,90,AU,1612538652,94,-28.8667,153.5667,71.6,4.61
Shipitsyno,100,RU,1612538653,95,61.2806,46.5208,7.7,8.97
Puerto del Rosario,75,ES,1612538653,72,28.5004,-13.8627,59.0,16.11
Dudinka,100,RU,1612538653,84,69.4058,86.1778,-31.04,6.8
Luena,58,AO,1612538653,76,-11.7833,19.9167,76.37,1.72
Hell,75,NO,1612538653,85,63.4455,10.9033,17.01,6.91
Qasigiannguit,20,GL,1612538653,37,68.8193,-51.1922,10.4,12.66
Port Hawkesbury,90,CA,1612538653,100,45.6169,-61.3485,34.0,9.22
Jijiang,0,CN,1612538402,93,29.2906,106.2542,50.0,4.47
Belmonte,75,BR,1612538654,79,-15.8631,-38.8828,89.6,18.41
Goderich,100,CA,1612538654,86,43.7501,-81.7165,26.6,26.46
Morehead,1,US,1612538654,55,37.2711,-87.1764,32.0,3.44
Priargunsk,0,RU,1612538654,88,50.3691,119.1012,-14.46,2.77
Erdenet,100,MN,1612538654,95,49.0333,104.0833,7.16,4.47
Egvekinot,100,RU,1612538654,90,66.3167,-179.1667,-15.41,18.68
Brae,75,GB,1612538654,60,60.3964,-1.353,33.8,19.57
Coahuayana Viejo,1,MX,1612538654,68,18.7333,-103.6833,71.6,1.32
Province of Trapani,0,IT,1612538654,48,37.8333,12.6667,66.2,18.41
Almeria,40,ES,1612538655,35,37.1667,-2.3333,73.4,16.11
Kangāvar,100,IR,1612538655,75,34.5043,47.9653,46.63,5.21
Panguna,83,PG,1612538655,99,-6.3164,155.4848,69.64,1.39
Gōtsuchō,100,JP,1612538655,71,35.0,132.2167,46.45,11.68
Zheleznodorozhnyy,75,RU,1612538655,73,55.7503,38.0042,14.0,13.42
Port Blair,18,IN,1612538655,79,11.6667,92.75,79.27,9.1
Hanmer Springs,51,NZ,1612538655,80,-42.5167,172.8167,45.27,1.57
Puerto Colombia,20,CO,1612538655,70,10.9878,-74.9547,86.0,5.75
Nemuro,1,JP,1612538655,87,43.3236,145.575,21.72,11.79
Vyartsilya,100,RU,1612538655,91,62.1764,30.693,4.75,9.62
Tateyama,75,JP,1612538656,40,34.9833,139.8667,53.6,19.57
Kazachinskoye,89,RU,1612538656,93,57.6953,93.2761,2.93,4.88
Westport,90,US,1612538525,81,41.1415,-73.3579,39.2,14.97
Pacific Grove,1,US,1612538640,65,36.6177,-121.9166,42.8,5.75
Lermontovka,100,RU,1612538656,93,47.1453,134.3383,1.8,2.19
Porbandar,0,IN,1612538656,53,21.6422,69.6093,73.4,3.44
Villacarrillo,52,ES,1612538656,65,38.1156,-3.0848,62.01,14.92
Dorogobuzh,100,RU,1612538656,95,54.915,33.2972,10.53,8.05
Samoded,100,RU,1612538656,92,63.6083,40.5111,0.07,10.18
El Vigia,73,VE,1612538656,56,8.6219,-71.6506,84.81,4.23
Cam Ranh,20,VN,1612538657,64,11.9214,109.1591,75.2,10.36
Margate,0,GB,1612538657,71,51.3813,1.3862,51.01,3.0
Uklana Mandi,0,IN,1612538657,52,29.5023,75.8849,55.42,4.92
Yulara,48,AU,1612538657,28,-25.2406,130.9889,73.4,9.22
Muisne,75,EC,1612538657,94,0.6,-80.0333,80.6,6.91
Purranque,0,CL,1612538657,53,-40.9167,-73.1667,75.2,11.5
Bodaybo,100,RU,1612538657,87,57.8506,114.1933,-1.98,2.59
Belyy Yar,89,RU,1612538657,85,53.6039,91.3903,1.4,2.24
Moultonborough,100,US,1612538657,95,43.7548,-71.3967,28.0,1.99
Atar,100,MR,1612538657,25,20.5169,-13.0499,74.77,13.4
Sørland,40,NO,1612538530,75,67.667,12.6934,35.6,11.5
Gbadolite,92,CD,1612538658,33,4.2833,21.0167,95.14,2.19
Mokhsogollokh,99,RU,1612538658,81,61.4681,128.9203,-33.48,4.03
Payson,90,US,1612538463,59,40.0444,-111.7321,33.01,3.44
Pangkalanbuun,92,ID,1612538658,95,-2.6833,111.6167,75.54,3.2
Noormarkku,0,FI,1612538658,73,61.5927,21.8685,14.0,6.91
Road Town,40,VG,1612538658,65,18.4167,-64.6167,84.2,10.36
Amahai,100,ID,1612538535,80,-3.3333,128.9167,80.11,5.53
Campbell River,20,CA,1612538602,100,50.0163,-125.2446,37.0,2.3
Meulaboh,92,ID,1612538658,76,4.1363,96.1285,80.02,1.83
Iranshahr,0,IR,1612538659,12,27.2025,60.6848,69.8,2.1
Dédougou,19,BF,1612538659,8,12.4667,-3.4667,101.12,6.58
Baracoa,42,CU,1612538659,76,20.3467,-74.4958,78.66,9.44
Mirabela,40,BR,1612538659,51,-16.2628,-44.1644,86.0,6.91
Keelung,20,TW,1612538577,82,25.1283,121.7419,66.0,2.3
Pinotepa Nacional,29,MX,1612538659,69,16.3167,-98.0167,79.16,3.51
Jiwani,0,PK,1612538659,46,25.05,61.7417,70.68,9.93
San Jerónimo,100,PE,1612538659,64,-11.9472,-75.2829,54.66,1.48
Batāla,0,IN,1612538659,82,31.8186,75.2028,53.6,4.99
Wacheng,0,CN,1612538659,50,33.7833,114.5167,48.78,7.56
